Mühərrikin həcmi,At gücü,Yanacaq növü,Marka,Model,Buraxılış ili,Ban növü,Rəng,Yürüş
1.4,100,Benzin,Hyundai,i30,2013,Universal,Qara,86500
3.8,290,Benzin,Hyundai,Equus,2010,Sedan,Ağ,230000
2.4,170,Benzin,Mercedes,E 240,1998,Sedan,Gümüşü,121000
1.5,76,Hibrid,Toyota,Prius,2008,Liftbek,Göy,237012
2.0,163,Benzin,Kia,Optima,2017,Sedan,Ağ,78000
4.6,296,Benzin,Lexus,GX 460,2014,Offroader / SUV,Ağ,160000
2.5,171,Benzin,Renault,Koleos,2022,Offroader / SUV,Ağ,0
2.2,197,Dizel,Kia,Sorento,2010,Offroader / SUV,Gümüşü,106500
1.6,230,Hibrid,Hyundai,Tucson,2023,Offroader / SUV,Qara,0
1.3,65,Benzin,LADA (VAZ),2106,1990,Sedan,Qırmızı,325600
4.0,282,Benzin,Toyota,Land Cruiser,2010,Offroader / SUV,Gümüşü,145000
1.3,90,Dizel,Fiat,Doblo,2006,Minivan,Gümüşü,172000
2.2,202,Dizel,Kia,K7,2016,Sedan,Boz,117000
1.8,180,Benzin,Volkswagen,Passat,2018,Sedan,Ağ,103000
1.4,90,Dizel,Toyota,Corolla,2006,Hetçbek,Bej,220000
2.0,245,Benzin,BMW,528,2015,Sedan,Qara,176000
1.8,110,Dizel,Ford,Tourneo Connect,2011,Furqon,Ağ,226000
2.0,144,Benzin,Nissan,X-Trail,2021,Offroader / SUV,Ağ,30000
2.4,178,Benzin,Hyundai,Sonata,2011,Sedan,Ağ,131000
1.6,195,Benzin,Haima,8S,2022,Offroader / SUV,Qara,17000
1.5,163,Benzin,Chevrolet,Malibu,2020,Sedan,Qara,89000
4.2,350,Benzin,Volkswagen,Touareg,2009,Offroader / SUV,Ağ,87000
1.4,140,Benzin,Chevrolet,Cruze,2014,Sedan,Göy,148000
3.6,285,Benzin,Jeep,Gladiator,2021,Offroader / SUV,Qara,0
1.8,150,Benzin,Volkswagen,Passat,1999,Sedan,Yaşıl,245355
1.5,132,Hibrid,Toyota,Yaris Cross,2022,Offroader / SUV,Gümüşü,0
2.2,170,Dizel,Mercedes,E 220,2010,Universal,Gümüşü,302384
2.0,197,Benzin,Mercedes,GLC 200 4Matic Coupe,2019,Offroader / SUV,Yaş Asfalt,20500
11.0,350,Dizel,MAN,TGA 33350,2008,Yük maşını,Narıncı,400000
3.0,340,Benzin,BMW,740,2019,Sedan,Qara,40000
2.7,163,Benzin,Toyota,Prado,2012,Offroader / SUV,Qara,66600
2.0,184,Dizel,Hyundai,Santa Fe,2014,Offroader / SUV,Qara,185000
2.4,174,Benzin,Kia,Sorento,2012,Offroader / SUV,Ağ,218700
3.3,249,Benzin,Hyundai,Grand Santa Fe,2014,Offroader / SUV,Boz,86000
2.0,163,Benzin,Mercedes,E 200,2001,Sedan,Ağ,268050
1.8,160,Benzin,Volkswagen,Passat,2008,Sedan,Ağ,145520
2.2,116,Dizel,Mercedes,Vito 111,2008,Minivan,Ağ,303562
1.6,75,Benzin,LADA (VAZ),2106,2003,Sedan,Yaşıl,147000
2.0,140,Benzin,Peugeot,307,2006,Hetçbek,Qırmızı,200000
2.0,240,Benzin,Land Rover,RR Evoque,2016,Offroader / SUV,Ağ,93000
2.5,231,Benzin,Mazda,CX-9,2023,Offroader / SUV,Göy,0
2.0,245,Benzin,BMW,528,2013,Sedan,Ağ,152888
1.7,113,Benzin,Khazar,SD,2021,Sedan,Ağ,60000
2.0,184,Dizel,Kia,Sorento,2010,Offroader / SUV,Gümüşü,106000
1.4,140,Benzin,Chevrolet,Cruze,2014,Sedan,Ağ,190000
2.0,175,Benzin,Toyota,RAV4,2021,Offroader / SUV,Qara,49000
2.0,252,Benzin,BMW,530,2019,Sedan,Boz,40000
1.5,109,Benzin,Nissan,Tiida,2011,Hetçbek,Qara,67000
0.0,204,Elektro,Volkswagen,ID.4,2022,Offroader / SUV,Ağ,0
1.6,116,Dizel,Kia,Ceed,2011,Universal,Qara,178500
2.5,126,Dizel,Mercedes,E 250,1993,Sedan,Bənövşəyi,450000
1.4,90,Benzin,Opel,Vita,1996,Hetçbek,Göy,123400
5.0,510,Benzin,Land Rover,Range Rover,2013,Offroader / SUV,Qara,42600
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,148000
2.2,197,Dizel,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,165000
3.0,340,Benzin,Land Rover,Range Rover,2015,Offroader / SUV,Qara,139000
2.0,175,Benzin,Toyota,RAV4,2023,Offroader / SUV,Boz,0
2.2,125,Dizel,Mercedes,E 220,1998,Sedan,Gümüşü,458708
1.5,181,Benzin,Ford,Fusion,2014,Sedan,Yaş Asfalt,173000
1.5,160,Benzin,Chevrolet,Malibu,2018,Sedan,Ağ,171000
1.5,65,Benzin,LADA (VAZ),2107,2011,Sedan,Ağ,200000
0.2,14,Benzin,CFMOTO,150 NK,2022,Motosiklet,Qara,0
2.5,179,Benzin,Hyundai,Sonata,2020,Sedan,Yaş Asfalt,82000
1.5,109,Benzin,Nissan,Tiida,2012,Hetçbek,Gümüşü,39000
1.0,69,Benzin,Kia,Picanto,2014,Hetçbek,Tünd qırmızı,820785
1.6,75,Benzin,LADA (VAZ),2107,1995,Sedan,Ağ,14555
1.6,123,Benzin,Kia,Rio,2018,Sedan,Boz,27663
1.5,110,Dizel,Hyundai,Matrix,2006,Minivan,Boz,178236
1.6,115,Dizel,Kia,Ceed,2010,Universal,Gümüşü,260000
1.4,140,Benzin,Chevrolet,Cruze,2016,Sedan,Qara,220000
4.5,121,Dizel,Isuzu,NQR 71 PL,2022,Yük maşını,Ağ,0
3.0,340,Benzin,Land Rover,Range Rover,2014,Offroader / SUV,Qara,84000
2.0,184,Dizel,Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,194500
1.5,65,Benzin,LADA (VAZ),2106,1984,Sedan,Mavi,42039
3.5,306,Benzin,Mercedes,E 350,2011,Sedan,Qara,255000
2.0,178,Hibrid,Lexus,UX 250h,2020,Offroader / SUV,Boz,23300
2.4,131,Benzin,GAZ,24,1973,Sedan,Bej,350000
2.4,180,Benzin,Kia,Optima,2012,Sedan,Ağ,191000
2.0,184,Dizel,Kia,Sorento,2012,Offroader / SUV,Gümüşü,133800
2.0,140,Dizel,Kia,Optima,2006,Sedan,Tünd qırmızı,222000
2.0,252,Benzin,Audi,A6,2017,Sedan,Boz,150445
1.6,198,Benzin,Hyundai,Kona,2020,Offroader / SUV,Ağ,40144
1.5,76,Hibrid,Toyota,Prius,2009,Liftbek,Qızılı,170000
4.0,282,Benzin,Toyota,Prado,2013,Offroader / SUV,Ağ,121000
2.0,184,Dizel,Hyundai,Tucson,2013,Offroader / SUV,Yaş Asfalt,132000
1.6,136,Dizel,Hyundai,Elantra,2018,Sedan,Ağ,176653
2.5,400,Benzin,Audi,RS3,2018,Sedan,Boz,35500
1.6,230,Hibrid,Hyundai,Tucson,2021,Offroader / SUV,Ağ,10000
1.6,80,Benzin,LADA (VAZ),2112,2007,Liftbek,Qara,267556
2.0,197,Benzin,Mercedes,E 200,2020,Sedan,Boz,45000
3.6,300,Benzin,Porsche,Cayenne,2013,Offroader / SUV,Ağ,133000
2.7,170,Dizel,Mercedes,E 270,2000,Sedan,Yaş Asfalt,487000
3.5,245,Benzin,BMW,535,1998,Sedan,Qara,353134
5.5,388,Benzin,Mercedes,S 550,2007,Sedan,Qara,260000
3.5,306,Benzin,Mercedes,E 350,2011,Sedan,Qara,198500
1.4,90,Benzin,Opel,Astra,2007,Universal,Yaş Asfalt,179456
2.5,181,Benzin,Toyota,Camry,2019,Sedan,Qara,66000
1.7,80,Benzin,LADA (VAZ),Niva,2020,Offroader / SUV,Yaş Asfalt,52000
2.4,180,Benzin,Hyundai,Azera,2013,Sedan,Ağ,173000
2.0,231,Benzin,BMW,X2,2020,Offroader / SUV,Qara,35200
1.6,75,Benzin,LADA (VAZ),2107,2005,Sedan,Bənövşəyi,45240
1.4,90,Benzin,Opel,Astra,2008,Universal,Göy,301000
2.2,143,Dizel,Mercedes,E 220,1997,Sedan,Gümüşü,426000
2.0,184,Dizel,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,140000
4.8,570,Benzin,Porsche,Panamera Turbo,2014,Liftbek,Qara,170000
1.6,109,Benzin,Chevrolet,Cruze,2014,Sedan,Ağ,198000
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,158800
2.0,252,Benzin,Audi,Q7,2019,Offroader / SUV,Boz,28000
1.7,80,Benzin,LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,127000
1.5,116,Benzin,Chery,Arrizo 5,2023,Sedan,Ağ,0
3.0,333,Benzin,Mercedes,S 400,2014,Sedan,Qara,185000
1.4,109,Benzin,Kia,Ceed,2007,Hetçbek,Göy,170171
2.0,163,Benzin,Mercedes,E 200,2000,Sedan,Qara,240000
2.0,258,Benzin,BMW,330,2021,Sedan,Göy,45000
4.8,355,Benzin,BMW,X5,2008,Offroader / SUV,Ağ,231000
1.4,90,Dizel,Kia,Rio,2012,Hetçbek,Yaş Asfalt,151000
2.0,274,Hibrid,Kia,Optima,2012,Sedan,Ağ,242000
2.3,317,Benzin,Ford,Mustang,2016,Kabriolet,Yaş Asfalt,120000
4.6,309,Benzin,Toyota,Land Cruiser,2016,Offroader / SUV,Ağ,127000
2.0,150,Benzin,Hyundai,Elantra,2016,Sedan,Göy,99000
2.0,200,Benzin,Volkswagen,Passat,2007,Sedan,Qara,355000
2.4,180,Benzin,Hyundai,Sonata,2010,Sedan,Bej,250890
1.6,230,Hibrid,Hyundai,Tucson,2023,Offroader / SUV,Yaş Asfalt,0
4.0,420,Benzin,Audi,S7,2013,Liftbek,Göy,124300
1.6,75,Benzin,LADA (VAZ),2107,2010,Sedan,Ağ,80058
2.7,167,Benzin,Toyota,Prado,2007,Offroader / SUV,Qara,292000
1.8,184,Benzin,Mercedes,E 200,2006,Sedan,Boz,188000
1.5,105,Dizel,Renault,Megane,2007,Universal,Yaş Asfalt,196000
1.2,58,Benzin,LADA (VAZ),2101,1987,Sedan,Qırmızı,75548
1.6,75,Benzin,LADA (VAZ),2107,2011,Sedan,Qara,81000
1.5,170,Benzin,Chevrolet,Equinox,2022,Offroader / SUV,Gümüşü,14000
1.6,75,Benzin,LADA (VAZ),2107,2003,Sedan,Ağ,85000
1.4,141,Benzin,Chevrolet,Cruze,2014,Sedan,Yaşıl,165000
2.0,184,Dizel,Kia,Sportage,2014,Offroader / SUV,Ağ,55039
1.4,141,Benzin,Chevrolet,Cruze,2014,Sedan,Qara,162874
1.5,109,Benzin,Nissan,Tiida,2011,Sedan,Qara,59000
2.2,170,Dizel,Mercedes,E 220,2006,Universal,Yaş Asfalt,230000
1.8,140,Benzin,Honda,Civic,2009,Sedan,Ağ,283244
1.6,106,Benzin,Hyundai,Getz,2008,Hetçbek,Ağ,112000
1.6,75,Benzin,LADA (VAZ),2107,2007,Sedan,Ağ,172000
1.6,132,Hibrid,Hyundai,Elantra,2022,Sedan,Boz,1700
1.6,75,Benzin,LADA (VAZ),2107,2003,Sedan,Tünd qırmızı,125000
1.6,87,Benzin,LADA (VAZ),Granta,2022,Sedan,Qırmızı,0
2.0,184,Dizel,Kia,Sorento,2015,Offroader / SUV,Boz,153000
2.5,241,Hibrid,Lexus,RX 350,2023,Offroader / SUV,Ağ,0
4.0,450,Benzin,Audi,S6,2014,Sedan,Göy,87500
1.8,156,Benzin,Mercedes,C 180,2014,Sedan,Qara,198724
2.4,161,Benzin,Hyundai,Sonata,2008,Sedan,Qara,275258
1.5,160,Benzin,Chevrolet,Malibu,2019,Sedan,Göy,61000
1.4,100,Benzin,Hyundai,Accent,2009,Sedan,Qara,207214
0.5,35,Benzin,CFMOTO,CFORCE 520L,2019,Kvadrosikl,Qara,1700
1.6,80,Benzin,LADA (VAZ),2114,2012,Liftbek,Ağ,99650
1.2,58,Benzin,LADA (VAZ),2101,1978,Sedan,Bej,81450
1.5,245,Hibrid,Geely,Monjaro,2022,Offroader / SUV,Mavi,5200
2.0,184,Dizel,Kia,Sorento,2013,Offroader / SUV,Gümüşü,76450
2.0,184,Benzin,Kia,Sportage,2012,Offroader / SUV,Ağ,173000
2.4,184,Benzin,Jeep,Renegade,2017,Offroader / SUV,Mavi,38600
1.4,97,Benzin,Kia,Rio,2008,Hetçbek,Gümüşü,264200
1.6,75,Benzin,LADA (VAZ),2107,2005,Sedan,Ağ,19844
1.4,101,Benzin,Chevrolet,Aveo,2012,Sedan,Qara,121384
1.6,106,Benzin,LADA (VAZ),Priora,2013,Hetçbek,Boz,211992
3.0,340,Benzin,Land Rover,Range Rover,2014,Offroader / SUV,Qara,171589
1.6,75,Benzin,LADA (VAZ),2107,2007,Sedan,Ağ,20120
1.6,128,Benzin,Kia,Cerato,2022,Sedan,Boz,0
4.4,286,Benzin,Land Rover,Range Rover,2004,Offroader / SUV,Göy,400000
1.8,150,Benzin,Hyundai,Elantra,2012,Sedan,Yaş Asfalt,72200
1.5,76,Hibrid,Toyota,Prius,2009,Liftbek,Göy,143000
2.5,76,Dizel,Ford,Transit,1998,Furqon,Ağ,500000
3.5,415,Benzin,Toyota,Land Cruiser,2022,Offroader / SUV,Ağ,0
2.3,150,Benzin,Mercedes,E 230,1996,Sedan,Boz,228000
2.5,192,Benzin,BMW,525,2002,Sedan,Yaş Asfalt,250000
2.4,178,Benzin,Hyundai,Sonata,2010,Sedan,Ağ,264500
1.4,140,Benzin,Chevrolet,Trax,2019,Offroader / SUV,Qara,58200
4.0,190,Benzin,Jeep,Grand Cherokee,1994,Offroader / SUV,Gümüşü,202300
2.0,197,Benzin,Mercedes,E 200,2018,Sedan,Gümüşü,62500
1.4,97,Benzin,Kia,Rio,2008,Sedan,Ağ,217000
1.7,80,Benzin,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,90000
1.5,110,Dizel,Dacia,Logan,2009,Universal,Göy,230000
1.6,116,Benzin,Nissan,Juke,2013,Offroader / SUV,Tünd qırmızı,27260
1.6,75,Benzin,LADA (VAZ),2107,2006,Sedan,Ağ,12464
2.0,184,Dizel,Hyundai,Santa Fe,2012,Offroader / SUV,Ağ,197000
2.0,184,Dizel,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,131000
2.0,252,Benzin,BMW,330,2016,Sedan,Ağ,89000
2.0,245,Benzin,Mercedes,E 300,2017,Sedan,Ağ,75000
2.0,184,Dizel,Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,118000
2.5,190,Dizel,Mercedes,V 250,2021,Minivan,Qara,41200
2.8,150,Dizel,GAZ,Next A22R32,2023,Yük maşını,Ağ,0
4.8,420,Benzin,Porsche,Cayenne GTS,2013,Offroader / SUV,Ağ,160000
2.0,184,Dizel,Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,122000
1.5,160,Benzin,Chevrolet,Malibu,2016,Sedan,Göy,134000
3.8,250,Benzin,Mitsubishi,Pajero,2017,Offroader / SUV,Qara,148300
2.5,218,Hibrid,Toyota,RAV4,2022,Offroader / SUV,Qara,0
4.4,555,Benzin,BMW,X6,2009,Offroader / SUV,Ağ,169087
2.0,184,Dizel,Kia,Sorento,2010,Offroader / SUV,Gümüşü,230000
1.8,99,Hibrid,Toyota,Prius,2010,Liftbek,Yaş Asfalt,246000
6.0,635,Benzin,Bentley,Continental GT,2013,Kupe,Göy,107000
3.0,360,Benzin,Porsche,Macan S,2014,Offroader / SUV,Yaş Asfalt,38700
5.6,405,Benzin,Nissan,Patrol,2014,Offroader / SUV,Ağ,154000
2.0,245,Benzin,BMW,328,2016,Sedan,Yaş Asfalt,86000
3.0,245,Dizel,Land Rover,Discovery,2011,Offroader / SUV,Qara,300000
2.2,125,Dizel,Ford,Transit,2010,Furqon,Boz,350000
2.0,184,Dizel,Kia,Sorento,2009,Offroader / SUV,Ağ,240000
2.2,116,Dizel,Mercedes,Vito 111,2006,Furqon,Ağ,275000
2.0,184,Dizel,Kia,Sorento,2009,Offroader / SUV,Yaş Asfalt,178240
1.4,90,Benzin,Opel,Astra,2006,Hetçbek,Boz,156000
1.5,65,Benzin,LADA (VAZ),2107,2003,Sedan,Ağ,81832
3.0,340,Benzin,Audi,A8,2021,Sedan,Qara,88000
2.0,165,Benzin,Hyundai,Sonata,2017,Sedan,Boz,92000
1.6,110,Benzin,Skoda,Octavia,2023,Liftbek,Qara,0
2.4,170,Benzin,Mercedes,C 240,1999,Universal,Gümüşü,461610
1.3,90,Dizel,Opel,Astra,2006,Hetçbek,Göy,230000
2.8,200,Dizel,Toyota,Prado,2023,Offroader / SUV,Qara,0
2.0,184,Dizel,Hyundai,Santa Fe,2015,Offroader / SUV,Ağ,67250
4.7,455,Benzin,Mercedes,S 500,2014,Sedan,Qara,52000
2.0,274,Benzin,Hyundai,Sonata,2014,Sedan,Qara,130000
2.7,167,Benzin,Toyota,Prado,2012,Offroader / SUV,Qara,109514
1.4,141,Benzin,Chevrolet,Cruze,2014,Sedan,Qızılı,187279
5.7,383,Benzin,Lexus,LX 570,2008,Offroader / SUV,Qara,180000
3.0,188,Benzin,Mitsubishi,Pajero,2008,Offroader / SUV,Qara,208000
2.4,174,Benzin,Kia,Sorento,2010,Offroader / SUV,Ağ,174116
11.0,191,Dizel,KamAz,43101,1988,Yük maşını,Ağ,100000
2.4,131,Benzin,GAZ,31105,2004,Pikap,Gümüşü,107307
1.4,97,Benzin,Hyundai,Accent,2007,Sedan,Mavi,106000
1.5,76,Benzin,LADA (VAZ),2109,1994,Hetçbek,Tünd qırmızı,380000
2.0,184,Dizel,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,135000
2.0,245,Benzin,BMW,528,2016,Sedan,Qara,123500
1.7,80,Benzin,LADA (VAZ),Niva,2014,Offroader / SUV,Ağ,164886
4.6,296,Benzin,Lexus,GX 460,2013,Offroader / SUV,Ağ,120000
1.4,107,Benzin,Kia,Rio,2013,Sedan,Qara,163000
1.4,218,Plug-in hibrid,Volkswagen,Tayron,2022,Offroader / SUV,Mavi,0
1.4,90,Dizel,Toyota,Corolla,2006,Hetçbek,Gümüşü,292000
2.5,207,Benzin,Toyota,Camry,2023,Sedan,Ağ,0
3.0,258,Benzin,BMW,330,2005,Sedan,Gümüşü,270000
2.4,167,Benzin,Toyota,Camry,2010,Sedan,Ağ,211000
3.0,286,Dizel,Mercedes,S 350 d 4Matic,2022,Sedan,Qara,68500
3.0,400,Benzin,Land Rover,Range Rover,2023,Offroader / SUV,Qara,0
1.5,78,Benzin,LADA (VAZ),21099,2000,Sedan,Gümüşü,272000
13.0,460,Dizel,DAF,105 XF,2011,Dartqı,Narıncı,910000
1.8,141,Benzin,Chevrolet,Orlando,2011,Minivan,Ağ,301000
0.0,147,Benzin,MV Agusta,Rivale,2014,Motosiklet,Qara,7000
2.0,211,Hibrid,Mercedes,E 200,2022,Sedan,Qara,35400
1.3,87,Benzin,Nissan,Sunny,2005,Sedan,Gümüşü,349657
3.5,294,Benzin,Ford,Explorer,2014,Offroader / SUV,Qara,240000
1.5,65,Benzin,LADA (VAZ),2106,1983,Sedan,Göy,36875
2.0,252,Benzin,Audi,A6,2016,Sedan,Qara,177000
2.0,225,Benzin,Hongqi,HS5,2021,Offroader / SUV,Qara,57000
2.0,150,Benzin,Hyundai,Elantra,2019,Sedan,Göy,68000
3.0,340,Benzin,Land Rover,RR Sport,2016,Offroader / SUV,Boz,105000
1.5,65,Benzin,LADA (VAZ),2106,1989,Sedan,Ağ,55555
1.4,77,Benzin,Fiat,Fiorino,2022,Furqon,Ağ,0
1.5,109,Dizel,Kia,Rio,2010,Hetçbek,Yaş Asfalt,159000
2.2,170,Dizel,Mercedes,E 220,2006,Sedan,Qara,334335
2.7,163,Benzin,Toyota,Prado,2004,Offroader / SUV,Qara,273000
1.0,70,Benzin,Toyota,Vitz,2003,Hetçbek,Ağ,300000
1.3,88,Hibrid,Honda,Insight,2009,Liftbek,Tünd qırmızı,112000
2.8,197,Benzin,Mercedes,C 280,1995,Sedan,Yaş Asfalt,322670
3.5,306,Benzin,Mercedes,ML 350,2012,Offroader / SUV,Ağ,196000
1.4,153,Benzin,Chevrolet,Cruze,2017,Sedan,Ağ,80000
3.0,367,Benzin,Mercedes,GLS 450,2021,Offroader / SUV,Qara,1000
2.5,211,Benzin,Mercedes,E 200,2014,Sedan,Yaş Asfalt,250000
1.5,110,Dizel,Renault,Megane,2015,Hetçbek,Ağ,286000
2.0,249,Benzin,BMW,430,2017,Kabriolet,Gümüşü,121000
2.2,170,Dizel,Mercedes,E 220,2015,Sedan,Qara,220000
4.8,360,Benzin,BMW,X5,2006,Offroader / SUV,Qara,210000
2.0,184,Dizel,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,147000
1.5,65,Benzin,LADA (VAZ),2106,1997,Sedan,Göy,77542
2.4,142,Benzin,Mitsubishi,Outlander,2007,Offroader / SUV,Yaş Asfalt,330700
1.2,98,Benzin,Nissan,Note,2014,Hetçbek,Ağ,42481
2.7,163,Benzin,Toyota,Prado,2007,Offroader / SUV,Ağ,200000
2.5,218,Hibrid,Toyota,RAV4,2023,Offroader / SUV,Ağ,0
1.5,109,Benzin,Smart,Forfour,2004,Hetçbek,Göy,260000
2.0,184,Dizel,Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,69900
1.5,65,Benzin,LADA (VAZ),2107,2009,Sedan,Ağ,317000
2.0,133,Benzin,Kia,Clarus,1998,Sedan,Yaşıl,285000
1.4,77,Benzin,Fiat,Fiorino,2009,Furqon,Qırmızı,330000
6.0,600,Benzin,Bentley,Continental,2011,Sedan,Qara,19500
4.4,286,Benzin,BMW,X5,2001,Offroader / SUV,Gümüşü,290000
2.2,170,Dizel,Kia,K7,2020,Sedan,Qara,21000
1.6,92,Benzin,Tofas,Sahin,2003,Sedan,Yaşıl,19179
4.0,160,Benzin,Ford,Explorer,1991,Offroader / SUV,Mavi,200000
1.5,160,Benzin,Chevrolet,Malibu,2018,Sedan,Ağ,60000
2.4,180,Benzin,Kia,Optima,2012,Sedan,Boz,131162
2.5,126,Dizel,Mercedes,E 250,1986,Sedan,Qara,340000
3.5,315,Benzin,Lexus,LS 350,2018,Sedan,Qara,92000
1.1,75,Dizel,Hyundai,i20,2014,Hetçbek,Ağ,184000
1.5,90,Dizel,Renault,Megane,2010,Universal,Ağ,211500
1.6,98,Benzin,LADA (VAZ),Kalina,2008,Sedan,Göy,151800
4.7,275,Benzin,Lexus,LX 470,2007,Offroader / SUV,Qara,196000
2.0,140,Dizel,Kia,Sportage,2008,Offroader / SUV,Ağ,191700
1.6,75,Benzin,LADA (VAZ),2107,2007,Sedan,Ağ,90000
3.0,400,Benzin,Lincoln,Aviator,2021,Offroader / SUV,Qara,0
1.8,140,Benzin,Honda,Civic,2009,Sedan,Qara,155000
1.5,160,Benzin,Chevrolet,Malibu,2019,Sedan,Ağ,101000
5.0,510,Benzin,Land Rover,Range Rover,2011,Offroader / SUV,Ağ,167000
1.7,113,Benzin,Khazar,SD,2021,Sedan,Ağ,90000
4.8,360,Benzin,BMW,X5,2004,Offroader / SUV,Ağ,202000
1.4,90,Benzin,Opel,Astra,2005,Hetçbek,Boz,144000
1.5,105,Dizel,Renault,Scenic,2009,Minivan,Göy,290000
2.5,176,Hibrid,Toyota,Avalon,2021,Sedan,Göy,20040
0.0,204,Elektro,Volkswagen,ID.6,2022,Offroader / SUV,Ağ,0
2.0,75,Dizel,Mercedes,190,1990,Sedan,Gümüşü,258963
1.6,106,Benzin,LADA (VAZ),Priora,2011,Universal,Ağ,146000
1.3,90,Dizel,Opel,Astra,2007,Universal,Gümüşü,184200
2.0,184,Dizel,Kia,Sorento,2010,Offroader / SUV,Ağ,216600
2.0,150,Benzin,Kia,Optima,2014,Sedan,Tünd qırmızı,164600
3.0,400,Benzin,Land Rover,Range Rover,2022,Offroader / SUV,Boz,4000
2.0,184,Dizel,Kia,Sorento,2014,Offroader / SUV,Yaş Asfalt,136000
2.2,150,Dizel,Mercedes,Sprinter 315,2006,Mikroavtobus,Ağ,549000
2.0,150,Benzin,Hyundai,Elantra,2017,Sedan,Yaş Asfalt,123000
2.0,245,Benzin,BMW,528,2013,Sedan,Qara,174000
2.2,163,Dizel,Mercedes,Vito 115,2008,Minivan,Gümüşü,410000
2.0,197,Benzin,Genesis,G70,2018,Kupe,Boz,20900
0.0,204,Elektro,Volkswagen,ID.6,2022,Offroader / SUV,Yaş Asfalt,0
1.4,109,Benzin,Kia,Ceed,2007,Hetçbek,Gümüşü,161400
2.0,184,Dizel,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,72000
1.5,150,Benzin,Volkswagen,Arteon,2018,Liftbek,Göy,38000
3.0,345,Benzin,BMW,X5,2021,Offroader / SUV,Ağ,21800
2.0,149,Benzin,Kia,Seltos,2021,Offroader / SUV,Ağ,18300
3.0,76,Dizel,Iveco,Otoyol,2001,Yük maşını,Ağ,125800
2.0,184,Dizel,Kia,Sorento,2009,Offroader / SUV,Gümüşü,75000
1.4,90,Dizel,Toyota,Corolla,2006,Hetçbek,Bej,185200
2.0,245,Benzin,BMW,528,2014,Sedan,Yaş Asfalt,109000
1.4,140,Benzin,Chevrolet,Cruze,2012,Sedan,Gümüşü,192150
3.2,241,Benzin,Volkswagen,Touareg,2005,Offroader / SUV,Yaş Asfalt,248000
1.3,75,Benzin,Saipa,132,2013,Sedan,Ağ,171555
2.0,175,Benzin,Toyota,RAV4,2023,Offroader / SUV,Boz,0
3.0,333,Benzin,Mercedes,GL 400,2015,Offroader / SUV,Qara,157000
2.7,189,Benzin,Hyundai,Santa Fe,2009,Offroader / SUV,Boz,307000
2.0,245,Benzin,BMW,528,2014,Sedan,Ağ,175000
1.6,109,Benzin,Chevrolet,Cruze,2016,Sedan,Gümüşü,140000
1.6,122,Benzin,Kia,Cerato,2008,Hetçbek,Gümüşü,271000
3.0,340,Benzin,Land Rover,Range Rover,2014,Offroader / SUV,Qara,200000
4.8,420,Benzin,Porsche,Cayenne GTS,2012,Offroader / SUV,Qara,143000
2.0,184,Dizel,Kia,Sorento,2016,Offroader / SUV,Yaş Asfalt,225000
4.0,282,Benzin,Toyota,Land Cruiser,2011,Offroader / SUV,Qara,196500
2.0,122,Benzin,Mercedes,190,1990,Sedan,Qəhvəyi,50000
1.4,218,Plug-in hibrid,Volkswagen,Tayron,2022,Offroader / SUV,Qara,0
2.0,274,Benzin,Kia,Optima,2012,Sedan,Yaş Asfalt,183689
3.5,268,Benzin,Nissan,Maxima,2005,Sedan,Qara,175000
1.5,75,Benzin,LADA (VAZ),21099,2004,Sedan,Gümüşü,137000
4.0,605,Benzin,Audi,RS7,2015,Sedan,Boz,86000
1.5,76,Hibrid,Toyota,Prius,2005,Liftbek,Mavi,180315
3.5,202,Benzin,Mitsubishi,Pajero,2012,Offroader / SUV,Ağ,155000
2.0,184,Dizel,Hyundai,Santa Fe,2012,Offroader / SUV,Yaş Asfalt,93585
2.4,125,Dizel,Ford,Transit,2007,Furqon,Gümüşü,225000
2.4,170,Benzin,Mercedes,E 240,2000,Sedan,Gümüşü,457954
2.2,123,Dizel,Mercedes,E 220,2015,Sedan,Qara,177000
4.0,282,Benzin,Toyota,Land Cruiser,2010,Offroader / SUV,Ağ,162400
2.5,76,Dizel,Ford,Transit,1997,Mikroavtobus,Gümüşü,127853
2.5,76,Dizel,Ford,Transit,1999,Furqon,Qırmızı,425000
1.6,75,Benzin,LADA (VAZ),2107,2007,Sedan,Ağ,25500
1.4,90,Dizel,Toyota,Corolla,2005,Universal,Gümüşü,176000
2.2,143,Dizel,Mercedes,E 220,2000,Sedan,Gümüşü,358075
